NUMERO_POLICE,DATE_EFFET_DT,DATE_EXPIRATION_DT,ANNEE,TYPE,WILAYA_CODE,WILAYA,COMMUNE_CODE,COMMUNE,CAPITAL_ASSURE,PRIME_NETTE,ZONE_RPA,ZONE_SCORE,PML_RATE,PML_EXPOSE
16330013230012,2023-01-03,2024-01-02,2023,Installation Industrielle,9,BLIDA,111,BIRTOUTA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
34303003230006,2023-01-04,2024-01-03,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
19306003230396,2023-05-10,2024-05-09,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,60000000.0,25800.0,Zone IIa,2.0,0.12,7200000.0
23304003230170,2023-12-04,2024-12-03,2023,Installation Industrielle,23,ANNABA,155,AIN BERDA,50000000.0,-21500.0,Zone IIa,2.0,0.12,6000000.0
23304003230170,2023-12-04,2024-12-03,2023,Installation Industrielle,23,ANNABA,155,AIN BERDA,50000000.0,21500.0,Zone IIa,2.0,0.12,6000000.0
06309003230005,2023-01-12,2024-01-11,2023,Installation Industrielle,6,BEJAIA,297,TAZMALT,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
42303003230012,2023-01-22,2024-01-21,2023,Installation Industrielle,42,TIPAZA,1394,BOU ISMAIL,6000000.0,3000.0,Zone III,4.0,0.3,1800000.0
15309003240008,2024-01-01,2024-12-31,2024,Installation Industrielle,15,TIZI OUZOU,1498,TIGZIRT,44000000.0,18920.0,Zone IIa,2.0,0.12,5280000.0
16340003230331,2023-10-09,2024-10-08,2023,Installation Industrielle,35,BOUMERDES,459,KHEMIS EL KHECHNA,11000000.0,5170.0,Zone IIb,3.0,0.2,2200000.0
34303003240001,2024-01-03,2025-01-02,2024,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
09306003230275,2023-09-11,2024-09-10,2023,Installation Industrielle,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
06309003230136,2023-12-14,2024-12-13,2023,Installation Industrielle,6,BEJAIA,297,TAZMALT,4000000.0,2500.0,Zone IIa,2.0,0.12,480000.0
31310003230388,2023-10-03,2024-10-02,2023,Installation Industrielle,31,ORAN,1011,ES SENIA,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
19306003230679,2023-07-31,2024-07-30,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,34000000.0,14620.0,Zone IIa,2.0,0.12,4080000.0
16245003230034,2023-05-03,2024-02-29,2023,Installation Industrielle,16,ALGER,99,ALGER,8389997969.33,0.0,Zone III,4.0,0.3,2516999390.799
16331023230175,2023-09-25,2024-09-24,2023,Installation Industrielle,16,ALGER,108,BENI MESSOUS,6840000.0,3420.0,Zone III,4.0,0.3,2052000.0
43301023230043,2023-07-04,2024-07-03,2023,Installation Industrielle,43,MILA,894,TADJENANET,2200000.0,2500.0,Zone IIa,2.0,0.12,264000.0
35302003230011,2023-03-01,2024-02-29,2023,Installation Industrielle,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,Zone IIb,3.0,0.2,200000.0
34303003230084,2023-06-14,2024-06-13,2023,Installation Industrielle,34,B.B ARRERIDJ,369,BORDJ GHDIR,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
16311003230429,2023-11-12,2024-11-11,2023,Installation Industrielle,16,ALGER,137,LES EUCALYPTUS,2500000.0,2500.0,Zone III,4.0,0.3,750000.0
10302003230277,2023-10-06,2024-10-05,2023,Installation Industrielle,10,BOUIRA,410,BOUIRA,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
16245003230072,2023-10-01,2023-12-31,2023,Installation Industrielle,16,ALGER,124,EL ACHOUR,325646575.6,-41040.391,Zone III,4.0,0.3,97693972.68
16245003230072,2023-10-01,2023-12-31,2023,Installation Industrielle,16,ALGER,124,EL ACHOUR,325646575.6,41040.391,Zone III,4.0,0.3,97693972.68
31201003230075,2023-10-05,2024-10-04,2023,Installation Industrielle,31,ORAN,1011,ES SENIA,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
14301003230169,2023-06-26,2024-06-25,2023,Installation Industrielle,14,TIARET,1384,TIARET,8470000.0,3388.0,Zone I,1.0,0.05,423500.0
34303003230045,2023-03-30,2024-03-29,2023,Installation Industrielle,34,B.B ARRERIDJ,376,EL HAMMADIA,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
19306003230336,2023-04-14,2024-04-13,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,3000000.0,2500.0,Zone IIa,2.0,0.12,360000.0
19306003230447,2023-05-21,2024-05-20,2023,Installation Industrielle,19,SETIF,1140,BAZER SAKRA,7500000.0,3225.0,Zone IIa,2.0,0.12,900000.0
09306003240011,2024-01-08,2025-01-07,2024,Installation Industrielle,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
21201003230038,2023-04-06,2024-04-05,2023,Installation Industrielle,21,SKIKDA,1277,SKIKDA,9500000.0,4085.0,Zone IIa,2.0,0.12,1140000.0
19306003230639,2023-07-20,2024-07-19,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,55000000.0,23650.0,Zone IIa,2.0,0.12,6600000.0
34303003230136,2023-11-15,2024-11-14,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
11301003230164,2023-03-08,2024-03-07,2023,Installation Industrielle,11,TAMENRASSET,1308,ABALESSA,1000000.0,2500.0,Zone 0,0.0,0.01,10000.0
19306013230018,2023-03-01,2024-02-29,2023,Installation Industrielle,19,SETIF,1185,TAYA,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
16331023230123,2023-07-12,2024-07-10,2023,Installation Industrielle,35,BOUMERDES,465,OULED MOUSSA,53400000.0,0.0,Zone IIb,3.0,0.2,10680000.0
16330013230056,2023-01-19,2024-01-18,2023,Installation Industrielle,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16330003230241,2023-08-23,2024-08-22,2023,Installation Industrielle,16,ALGER,114,BORDJ EL KIFFAN,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
35302003230018,2023-04-11,2024-04-10,2023,Installation Industrielle,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,Zone IIb,3.0,0.2,200000.0
19306003231219,2023-12-26,2024-12-23,2023,Installation Industrielle,19,SETIF,1182,SETIF,715700700.7,0.0,Zone IIa,2.0,0.12,85884084.084
14301003230131,2023-05-18,2024-05-17,2023,Installation Industrielle,14,TIARET,1384,TIARET,8470000.0,3388.0,Zone I,1.0,0.05,423500.0
19306023230003,2023-01-30,2024-01-29,2023,Installation Industrielle,19,SETIF,1149,BIR EL ARCH,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
22202003230019,2023-03-16,2024-03-15,2023,Installation Industrielle,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,1000000.0,2500.0,Zone I,1.0,0.05,50000.0
16330003230161,2023-06-10,2024-06-09,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16330013230347,2023-10-10,2024-10-09,2023,Installation Industrielle,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
19306003230515,2023-06-11,2024-06-10,2023,Installation Industrielle,19,SETIF,1140,BAZER SAKRA,20000000.0,8600.0,Zone IIa,2.0,0.12,2400000.0
34301003240028,2024-01-09,2025-01-08,2024,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
43304003240001,2024-01-01,2024-12-31,2024,Installation Industrielle,43,MILA,891,ROUACHED,453292203.0,194915.65,Zone IIa,2.0,0.12,54395064.36
34303003230003,2023-01-05,2024-01-04,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
16334003230278,2023-11-02,2024-11-01,2023,Installation Industrielle,17,DJELFA,527,BENHAR,44000000.0,0.0,Zone I,1.0,0.05,2200000.0
31202003230005,2023-01-16,2024-01-15,2023,Installation Industrielle,48,RELIZANE,1104,SIDI KHETTAB,373521464.65,0.0,Zone IIa,2.0,0.12,44822575.757999994
09306003230152,2023-05-20,2024-05-19,2023,Installation Industrielle,9,BLIDA,340,BENI MERED,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
19306003231219,2023-12-24,2024-12-23,2023,Installation Industrielle,19,SETIF,1182,SETIF,715700700.7,307751.3,Zone IIa,2.0,0.12,85884084.084
34301003230293,2023-08-04,2024-08-03,2023,Installation Industrielle,34,B.B ARRERIDJ,374,EL ANSEUR,7000000.0,3010.0,Zone IIa,2.0,0.12,840000.0
09306003230208,2023-07-06,2024-07-05,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
09213003230108,2023-03-21,2024-03-20,2023,Installation Industrielle,9,BLIDA,342,BLIDA,8000000.0,4000.0,Zone III,4.0,0.3,2400000.0
19306003230968,2023-10-15,2024-10-14,2023,Installation Industrielle,19,SETIF,1182,SETIF,9568000.0,0.0,Zone IIa,2.0,0.12,1148160.0
34303003230149,2023-12-12,2024-12-11,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
19306003230987,2023-10-19,2024-10-18,2023,Installation Industrielle,19,SETIF,1162,GUELTA ZERGA,50000000.0,21500.0,Zone IIa,2.0,0.12,6000000.0
16245003220081,2023-01-01,2023-12-31,2023,Installation Industrielle,19,SETIF,1182,SETIF,4720133677.75,0.0,Zone IIa,2.0,0.12,566416041.3299999
16314003230122,2023-04-10,2024-04-09,2023,Installation Industrielle,16,ALGER,141,OUED SMAR,37000000.0,30710.0,Zone III,4.0,0.3,11100000.0
16245003230099,2024-01-01,2024-12-31,2024,Installation Industrielle,19,SETIF,1182,SETIF,631847563.69,0.0,Zone IIa,2.0,0.12,75821707.6428
09306003240021,2024-01-14,2025-01-13,2024,Installation Industrielle,9,BLIDA,342,BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
25216003230068,2023-06-29,2024-06-28,2023,Installation Industrielle,25,CONSTANTINE,515,EL KHROUB,20000000.0,8600.0,Zone IIa,2.0,0.12,2400000.0
09306003230298,2024-01-17,2025-01-16,2024,Installation Industrielle,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16330013230047,2023-01-18,2024-01-17,2023,Installation Industrielle,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
35303043230433,2023-12-20,2024-12-19,2023,Installation Industrielle,16,ALGER,449,BOUDOUAOU EL BAHRI,5000000.0,2500.0,Zone III,4.0,0.3,1500000.0
09306003230044,2023-02-08,2024-02-07,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16336003230258,2023-11-23,2024-11-22,2023,Installation Industrielle,16,ALGER,1417,TIPAZA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
35302003230005,2023-02-14,2024-02-13,2023,Installation Industrielle,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,Zone IIb,3.0,0.2,200000.0
15304003230190,2023-05-28,2024-05-27,2023,Installation Industrielle,15,TIZI OUZOU,1504,TIZI RACHED,105000000.0,45150.0,Zone IIa,2.0,0.12,12600000.0
09306003230110,2023-04-02,2024-04-01,2023,Installation Industrielle,9,BLIDA,342,BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
43303013230051,2023-03-16,2024-03-15,2023,Installation Industrielle,4,OUM EL BOUAGHI,1049,AIN KERCHA,1500000.0,2500.0,Zone I,1.0,0.05,75000.0
16245003230099,2024-01-01,2024-12-31,2024,Installation Industrielle,19,SETIF,1182,SETIF,631847563.69,271694.45,Zone IIa,2.0,0.12,75821707.6428
16311003230469,2023-12-12,2024-12-11,2023,Installation Industrielle,16,ALGER,137,LES EUCALYPTUS,2000000.0,2500.0,Zone III,4.0,0.3,600000.0
06309003230025,2023-02-02,2024-02-01,2023,Installation Industrielle,10,BOUIRA,412,CHORFA BOUIRA,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
15308003230165,2023-03-22,2024-03-21,2023,Installation Industrielle,15,TIZI OUZOU,1503,TIZI OUZOU,21000000.0,9030.0,Zone IIa,2.0,0.12,2520000.0
42303003230045,2023-05-12,2024-05-11,2023,Installation Industrielle,42,TIPAZA,1395,BOUHAROUN,4000000.0,2500.0,Zone III,4.0,0.3,1200000.0
09213003230328,2023-10-18,2024-10-17,2023,Installation Industrielle,9,BLIDA,341,BENI TAMOU,25000000.0,12500.0,Zone III,4.0,0.3,7500000.0
34301003230595,2023-12-25,2024-12-24,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
31201003220138,2023-01-31,2023-12-31,2023,Installation Industrielle,31,ORAN,1019,ORAN,796943000.0,0.0,Zone IIa,2.0,0.12,95633160.0
14301003230008,2023-01-11,2024-01-10,2023,Installation Industrielle,14,TIARET,1384,TIARET,2000000.0,2500.0,Zone I,1.0,0.05,100000.0
35302003230007,2023-02-17,2024-02-16,2023,Installation Industrielle,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,Zone IIb,3.0,0.2,200000.0
23302063230037,2023-09-03,2024-09-02,2023,Installation Industrielle,36,EL TAREF,621,ECHATT,6000000.0,2580.0,Zone IIa,2.0,0.12,720000.0
14301003230003,2023-01-08,2024-01-07,2023,Installation Industrielle,14,TIARET,1384,TIARET,155030000.0,62012.0,Zone I,1.0,0.05,7751500.0
42303003240012,2024-01-22,2025-01-21,2024,Installation Industrielle,42,TIPAZA,1394,BOU ISMAIL,6000000.0,3000.0,Zone III,4.0,0.3,1800000.0
09306003240016,2024-01-11,2025-01-10,2024,Installation Industrielle,35,BOUMERDES,459,KHEMIS EL KHECHNA,1000000.0,2500.0,Zone IIb,3.0,0.2,200000.0
35302003230032,2023-06-19,2024-06-18,2023,Installation Industrielle,35,BOUMERDES,469,TAOURGA,2000000.0,2500.0,Zone IIb,3.0,0.2,400000.0
19307003230047,2023-07-09,2024-07-08,2023,Installation Industrielle,19,SETIF,1143,BENI AZIZ,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
09306003230283,2023-09-26,2024-09-25,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16334003230297,2023-11-15,2024-11-14,2023,Installation Industrielle,16,ALGER,124,EL ACHOUR,7000000.0,3500.0,Zone III,4.0,0.3,2100000.0
19306003230773,2023-09-03,2024-09-02,2023,Installation Industrielle,19,SETIF,1159,EL OUELDJA SETIF,23000000.0,9890.0,Zone IIa,2.0,0.12,2760000.0
34301003230177,2023-05-08,2024-05-07,2023,Installation Industrielle,34,B.B ARRERIDJ,374,EL ANSEUR,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
34303003230028,2023-02-05,2024-02-04,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,9000000.0,-3870.0,Zone IIa,2.0,0.12,1080000.0
34303003230028,2023-02-05,2024-02-04,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,9000000.0,3870.0,Zone IIa,2.0,0.12,1080000.0
14301003230169,2023-06-26,2024-06-25,2023,Installation Industrielle,14,TIARET,1384,TIARET,8470000.0,0.0,Zone I,1.0,0.05,423500.0
16309033230171,2023-12-14,2024-12-13,2023,Installation Industrielle,9,BLIDA,362,SOUMAA BLIDA,24000000.0,12000.0,Zone III,4.0,0.3,7200000.0
29301003230075,2023-10-25,2024-10-24,2023,Installation Industrielle,29,MASCARA,802,TIGHENNIF,50000000.0,21500.0,Zone IIa,2.0,0.12,6000000.0
09306003230214,2023-07-11,2024-07-10,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
15304003230190,2023-05-28,2024-05-27,2023,Installation Industrielle,15,TIZI OUZOU,1504,TIZI RACHED,105000000.0,0.0,Zone IIa,2.0,0.12,12600000.0
43303013230115,2023-09-21,2024-09-20,2023,Installation Industrielle,4,OUM EL BOUAGHI,1050,AIN MLILA,1000000.0,2500.0,Zone I,1.0,0.05,50000.0
16330013230030,2023-01-10,2024-01-09,2023,Installation Industrielle,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16330013230119,2023-02-15,2024-02-14,2023,Installation Industrielle,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
02301003230084,2023-09-20,2024-09-19,2023,Installation Industrielle,38,TISSEMSILT,1438,TISSEMSILT,79264154.8,10545.916,Zone IIa,2.0,0.12,9511698.576
43303013230009,2023-01-10,2024-01-09,2023,Installation Industrielle,4,OUM EL BOUAGHI,1050,AIN MLILA,1500000.0,2500.0,Zone I,1.0,0.05,75000.0
23302003230066,2023-02-13,2024-02-12,2023,Installation Industrielle,23,ANNABA,162,EL BOUNI,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
02301003230084,2023-09-20,2024-09-19,2023,Installation Industrielle,38,TISSEMSILT,1438,TISSEMSILT,54738769.8,0.0,Zone IIa,2.0,0.12,6568652.375999999
19309003230286,2023-04-17,2024-04-16,2023,Installation Industrielle,19,SETIF,1140,BAZER SAKRA,15000000.0,6450.0,Zone IIa,2.0,0.12,1800000.0
22202003230020,2023-04-04,2024-04-03,2023,Installation Industrielle,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,1000000.0,2500.0,Zone I,1.0,0.05,50000.0
09215003230057,2023-04-30,2024-04-29,2023,Installation Industrielle,9,BLIDA,342,BLIDA,2000000.0,2500.0,Zone III,4.0,0.3,600000.0
09213003230293,2023-09-25,2024-09-24,2023,Installation Industrielle,9,BLIDA,341,BENI TAMOU,10000000.0,5000.0,Zone III,4.0,0.3,3000000.0
31313003230015,2023-09-26,2024-09-25,2023,Installation Industrielle,31,ORAN,1011,ES SENIA,12000000.0,5160.0,Zone IIa,2.0,0.12,1440000.0
35302003230013,2023-03-12,2024-03-11,2023,Installation Industrielle,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,Zone IIb,3.0,0.2,200000.0
02301003230031,2023-03-02,2024-02-18,2023,Installation Industrielle,2,CHLEF,480,BOUKADIR,90000000.0,34091.096,Zone IIb,3.0,0.2,18000000.0
35303053230106,2023-05-17,2024-05-16,2023,Installation Industrielle,35,BOUMERDES,471,TIDJELABINE,2102543005.0,1051271.5,Zone III,4.0,0.3,630762901.5
34303003230042,2023-03-16,2024-03-15,2023,Installation Industrielle,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,60000000.0,25800.0,Zone IIa,2.0,0.12,7200000.0
16340003230119,2023-04-07,2024-04-06,2023,Installation Industrielle,35,BOUMERDES,459,KHEMIS EL KHECHNA,48000000.0,22560.0,Zone IIb,3.0,0.2,9600000.0
16335003230177,2023-05-28,2024-05-27,2023,Installation Industrielle,16,ALGER,114,BORDJ EL KIFFAN,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
15304003230191,2023-05-28,2024-05-27,2023,Installation Industrielle,15,TIZI OUZOU,1504,TIZI RACHED,110000000.0,47300.0,Zone IIa,2.0,0.12,13200000.0
16331003230414,2024-01-01,2024-12-31,2024,Installation Industrielle,25,CONSTANTINE,515,EL KHROUB,501000000.0,215430.0,Zone IIa,2.0,0.12,60120000.0
43303013240011,2024-01-21,2025-01-20,2024,Installation Industrielle,4,OUM EL BOUAGHI,1050,AIN MLILA,1000000.0,2500.0,Zone I,1.0,0.05,50000.0
14301003230177,2023-07-11,2024-07-10,2023,Installation Industrielle,14,TIARET,1384,TIARET,8764070.0,0.0,Zone I,1.0,0.05,438203.5
16350003230199,2023-08-01,2024-07-31,2023,Installation Industrielle,16,ALGER,118,CHERAGA ALGER,2000000.0,2500.0,Zone III,4.0,0.3,600000.0
09306003230284,2023-09-27,2024-09-26,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
14301003230124,2023-05-14,2024-05-13,2023,Installation Industrielle,14,TIARET,1384,TIARET,2000000.0,2500.0,Zone I,1.0,0.05,100000.0
09215003230117,2023-09-15,2024-09-14,2023,Installation Industrielle,9,BLIDA,342,BLIDA,3000000.0,2500.0,Zone III,4.0,0.3,900000.0
19313003230069,2023-02-22,2024-02-21,2023,Installation Industrielle,19,SETIF,1182,SETIF,5000000.0,2650.0,Zone IIa,2.0,0.12,600000.0
16301003230075,2023-02-01,2024-01-31,2023,Installation Industrielle,16,ALGER,111,BIRTOUTA,24000000.0,12000.0,Zone III,4.0,0.3,7200000.0
16245003230109,2024-01-01,2024-12-31,2024,Installation Industrielle,9,BLIDA,356,MOUZAIA,1780900059.07,890450.03,Zone III,4.0,0.3,534270017.72099996
16334003230114,2023-05-14,2024-05-13,2023,Installation Industrielle,16,ALGER,110,BIR MOURAD RAIS,12000000.0,6000.0,Zone III,4.0,0.3,3600000.0
22202003230050,2023-07-01,2024-06-30,2023,Installation Industrielle,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,11000000.0,4400.0,Zone I,1.0,0.05,550000.0
09306003230092,2023-03-14,2024-03-13,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
23302013240003,2024-01-01,2024-12-31,2024,Installation Industrielle,36,EL TAREF,614,BESBES EL TARF,1640833620.49,705558.46,Zone IIa,2.0,0.12,196900034.4588
09306003230308,2023-10-15,2024-10-14,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
16323003230186,2023-10-28,2024-10-27,2023,Installation Industrielle,35,BOUMERDES,459,KHEMIS EL KHECHNA,230000000.0,108100.0,Zone IIb,3.0,0.2,46000000.0
19306003230497,2023-06-06,2024-06-05,2023,Installation Industrielle,19,SETIF,1182,SETIF,110000000.0,47300.0,Zone IIa,2.0,0.12,13200000.0
19313003230135,2023-03-23,2024-03-22,2023,Installation Industrielle,19,SETIF,1182,SETIF,5000000.0,2650.0,Zone IIa,2.0,0.12,600000.0
19306003230112,2023-01-26,2024-01-25,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,66000000.0,-28380.0,Zone IIa,2.0,0.12,7920000.0
19306003230112,2023-01-26,2024-01-25,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,66000000.0,28380.0,Zone IIa,2.0,0.12,7920000.0
09306003230310,2023-11-01,2024-10-31,2023,Installation Industrielle,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
09306003230370,2023-12-26,2024-12-25,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
42304003230183,2023-04-16,2024-04-15,2023,Installation Industrielle,42,TIPAZA,167,SIDI AMER,3000000.0,2500.0,Zone III,4.0,0.3,900000.0
10302003240018,2024-01-18,2025-01-17,2024,Installation Industrielle,10,BOUIRA,424,HAIZER,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
29301003230075,2023-10-25,2024-10-24,2023,Installation Industrielle,29,MASCARA,802,TIGHENNIF,50000000.0,0.0,Zone IIa,2.0,0.12,6000000.0
16308033230280,2024-01-01,2024-12-31,2024,Installation Industrielle,16,ALGER,102,BABA HASSEN,7500000.0,3750.0,Zone III,4.0,0.3,2250000.0
15305013230001,2023-01-03,2024-01-02,2023,Installation Industrielle,15,TIZI OUZOU,1472,FREHA,2000000.0,2500.0,Zone IIa,2.0,0.12,240000.0
14301003230131,2023-05-18,2024-05-17,2023,Installation Industrielle,14,TIARET,1384,TIARET,8470000.0,0.0,Zone I,1.0,0.05,423500.0
09306003230185,2023-06-14,2024-06-13,2023,Installation Industrielle,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
19306003230517,2023-06-12,2024-06-11,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,15000000.0,6450.0,Zone IIa,2.0,0.12,1800000.0
16319003230061,2023-04-05,2024-04-04,2023,Installation Industrielle,16,ALGER,154,ZERALDA,5000000.0,2500.0,Zone III,4.0,0.3,1500000.0
16340003230104,2023-03-20,2024-03-19,2023,Installation Industrielle,35,BOUMERDES,459,KHEMIS EL KHECHNA,50000000.0,23500.0,Zone IIb,3.0,0.2,10000000.0
14301003230374,2023-12-28,2024-12-27,2023,Installation Industrielle,14,TIARET,1384,TIARET,13000000.0,0.0,Zone I,1.0,0.05,650000.0
19306003230557,2023-06-21,2024-06-20,2023,Installation Industrielle,19,SETIF,1158,EL EULMA,11000000.0,4730.0,Zone IIa,2.0,0.12,1320000.0
26301003230184,2023-08-09,2024-08-08,2023,Installation Industrielle,26,MEDEA,813,BERROUAGHIA,21000000.0,9030.0,Zone IIa,2.0,0.12,2520000.0
16352003230025,2023-11-20,2024-11-19,2023,Installation Industrielle,35,BOUMERDES,465,OULED MOUSSA,10000000.0,4700.0,Zone IIb,3.0,0.2,2000000.0
09306003230196,2023-06-19,2024-06-18,2023,Installation Industrielle,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
43303013230089,2023-07-27,2024-07-26,2023,Installation Industrielle,4,OUM EL BOUAGHI,1050,AIN MLILA,1000000.0,2500.0,Zone I,1.0,0.05,50000.0
09306003230156,2023-05-16,2024-05-15,2023,Installation Industrielle,9,BLIDA,342,BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
09306003230078,2023-03-05,2024-03-04,2023,Installation Industrielle,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,Zone III,4.0,0.3,300000.0
19310003240004,2024-01-01,2024-12-31,2024,Installation Industrielle,19,SETIF,1182,SETIF,425362781.0,182906.0,Zone IIa,2.0,0.12,51043533.72
25301013230041,2023-02-23,2024-02-22,2023,Installation Industrielle,21,SKIKDA,1260,EL HARROUCH,1000000.0,2500.0,Zone IIa,2.0,0.12,120000.0
35303053230098,2023-05-10,2024-05-09,2023,Installation Industrielle,16,ALGER,147,ROUIBA,5000000.0,2500.0,Zone III,4.0,0.3,1500000.0
02301003230031,2023-02-19,2024-02-18,2023,Installation Industrielle,2,CHLEF,480,BOUKADIR,15000000.0,7050.0,Zone IIb,3.0,0.2,3000000.0
14301003230100,2023-04-11,2024-04-10,2023,Installation Industrielle,14,TIARET,1384,TIARET,2000000.0,2500.0,Zone I,1.0,0.05,100000.0
12303003230063,2023-10-01,2024-09-30,2023,Installation Industrielle,12,TEBESSA,1322,BIR EL ATER,1600000.0,2500.0,Zone I,1.0,0.05,80000.0
44301003230094,2023-11-10,2024-11-09,2023,Installation Industrielle,44,AIN DEFLA,34,AIN-DEFLA,2200000.0,2500.0,Zone IIb,3.0,0.2,440000.0
18301003231178,2023-11-22,2024-11-21,2023,Installation Industrielle,18,JIJEL,698,EMIR ABDELKADER,26000000.0,11180.0,Zone IIa,2.0,0.12,3120000.0
